0	0
-1	0
1	0
0	1
0	2
-1	2
2	0
3	0
0	-1
3	-1
-1	-1
-2	2
0	3
-3	2
1	3
2	1
-2	0
2	2
2	3
3	-2
-1	-2
-4	2
4	0
-4	3
4	1
-4	4
5	1
6	1
-4	5
5	2
6	2
-5	2
-5	3
2	4
-6	3
-1	3
6	3
4	-2
6	0
7	1
7	3
-4	6
-2	-2
3	-3
-4	7
-7	3
2	-3
7	2
-2	-3
-7	4
5	-2
-3	7
-2	7
8	1
-1	7
-5	1
6	4
-7	2
-4	8
5	-3
-7	5
8	3
5	-4
6	-4
-2	8
6	5
6	6
5	-5
-8	3
4	-5
-3	-2
9	1
-5	0
-8	5
-9	3
4	-6
-9	2
6	7
-3	-3
3	-6
9	0
-1	8
-2	-4
-9	1
-3	-4
-10	3
8	4
-2	9
-5	8
-2	-5
-5	-1
9	4
-2	-6
-11	3
5	-6
9	2
8	5
-12	3
0	8
6	8
-10	4
10	0
7	0
6	-5
7	7
1	8
-9	0
5	8
8	7
-12	2
-9	5
-12	1
-1	-6
-2	-7
-3	-7
-3	-6
-6	8
-6	9
-13	1
0	-6
5	-7
-2	-8
9	3
5	9
-1	9
7	-5
-9	-1
5	-8
-4	-6
6	-8
-3	9
-6	7
-10	5
-14	1
-1	-8
-5	9
6	-9
7	-9
5	10
0	9
-15	1
8	8
4	10
-4	-7
-13	3
10	4
-2	-9
11	0
8	-9
8	9
-12	0
12	0
12	1
10	3
-13	0
13	0
-2	-10
9	8
5	-9
11	-1
6	10
-4	-3
-5	10
-2	-11
4	11
-7	7
2	8
8	10
2	9
13	-1
14	0
-3	-11
-15	2
13	-2
-4	-11
8	11
7	-10
-16	2
8	12
4	12
8	13
9	-9
9	13
-9	-2
7	13
-13	-1
8	-10
-4	-12
4	13
-3	-9
-15	3
9	-10
-5	11
6	13
9	14
-16	1
-13	4
14	-2
10	13
10	8
11	8
-2	-12
11	3
10	12
-17	1
12	8
11	12
-13	5
-1	-12
-13	-2
15	-2
10	14
-5	-12
-6	-12
-17	0
-7	8
10	15
4	14
-16	3
6	14
-6	-11
16	-2
15	-3
9	15
-14	5
8	-11
-6	-13
12	12
-18	1
9	16
16	-1
-5	-7
5	-10
-1	-11
-5	12
10	16
15	0
-14	6
17	-1
17	-2
8	16
5	-11
-15	6
-16	6
-17	6
17	-3
15	1
-6	12
-4	-13
-7	-13
-17	5
9	17
-7	12
15	-4
-1	-13
-18	6
8	17
-11	5
-7	9
18	-1
-18	5
19	-1
-7	13
8	-12
-7	-14
19	-2
9	-8
4	-11
-7	-12
11	16
-12	-2
-19	1
-19	6
-7	-15
-8	-15
8	18
8	19
11	4
15	2
9	-11
19	-3
18	-3
18	-4
8	-13
-20	1
-17	7
11	5
7	-13
-9	-15
-10	-15
19	-4
-18	4
-19	5
-20	0
-2	-13
-21	1
10	17
-1	-14
-7	14
20	-2
-6	14
8	-14
15	-5
8	-15
20	-3
-22	1
7	-15
12	5
-5	14
0	-11
-5	15
8	-16
7	-16
6	-16
7	-17
7	17
-6	-14
6	17
21	-3
-21	0
6	-17
-23	1
12	16
-21	-1
11	14
-7	15
-7	-16
8	20
7	20
10	-10
12	13
-9	-16
-16	7
8	21
-23	2
-9	-14
-20	5
19	0
-14	7
13	13
-11	-15
-11	-14
-21	5
-21	-2
-24	2
-21	6
22	-3
-17	8
8	22
19	1
19	2
20	-1
10	18
-9	-17
-21	-3
-21	7
-9	-18
6	-18
-10	-18
22	-4
11	-10
-8	15
19	-5
6	-19
20	1
-15	7
-10	-19
7	21
-6	-16
20	2
6	-20
-6	15
-5	-16
-7	16
20	-5
21	1
22	1
-9	-19
23	-4
-17	9
-20	-3
-21	-4
-22	2
-21	-5
23	1
-9	-20
24	1
23	-5
5	-20
14	-5
6	15
-9	-21
23	2
6	21
-9	-22
-9	15
24	-5
24	2
7	-20
24	3
-21	-6
-22	6
-11	-18
5	21
-24	3
12	17
-24	4
25	3
-22	-6
-24	1
-12	-15
-11	-19
19	-6
-17	10
8	23
5	17
-9	-23
-12	-19
7	-21
5	20
-25	1
4	21
-9	-24
-4	15
-9	-25
-25	4
-26	4
26	3
8	24
4	22
-8	-25
-7	-25
-17	11
27	3
12	18
-10	-24
26	4
24	-6
