0	0
0	-1
-1	0
0	1
0	-2
1	0
1	-2
-1	1
0	2
2	0
1	-3
2	-1
2	1
-2	1
-2	2
2	-2
3	0
-1	-1
-2	-1
-3	2
-2	0
3	-1
4	-1
1	-4
-3	-1
1	-5
3	1
5	-1
1	-6
-2	-2
0	-4
0	3
6	-1
4	0
2	-5
2	-3
7	-1
5	0
-4	2
0	-6
4	1
-1	-2
5	1
0	-3
8	-1
-2	3
-1	-3
7	0
0	-7
-1	-6
0	-8
-4	1
-3	0
-1	3
0	-5
-1	-8
-2	-6
-2	4
-2	-8
-1	-5
-2	-9
-4	-1
0	4
1	-1
-4	-2
-3	-6
0	5
-1	-7
-4	3
5	-2
-3	-8
7	1
-4	-8
-4	4
-4	0
7	-2
-3	1
9	-1
0	-9
9	-2
-5	-2
-4	-6
-2	-5
6	1
-1	4
0	6
-2	-10
-5	-6
-5	4
-4	-9
-5	5
-5	-9
7	-3
4	-2
10	-1
-5	-10
1	6
-5	0
3	2
11	-1
-6	5
-4	-10
-5	-5
-2	-3
1	7
-3	-10
-3	-2
8	-3
-6	-10
-1	-9
6	-2
12	-1
-3	4
-6	4
7	-4
-7	5
1	-9
11	0
-5	6
-6	6
2	-4
0	7
0	-10
-3	3
6	-3
7	-5
-6	-11
0	-11
-4	-11
4	-3
-6	-5
13	-1
0	8
10	-2
1	5
2	6
11	-2
-7	4
-7	3
1	8
4	-4
-7	6
3	-3
-5	7
-5	8
5	-3
6	2
1	9
1	10
1	11
-5	2
3	3
-8	6
1	12
14	-1
13	0
7	2
13	1
4	3
-7	-5
-7	-10
15	-1
2	8
-6	-12
-5	9
-5	10
-6	9
-5	-4
-6	-2
-6	-1
11	-3
15	-2
-5	11
15	-3
2	11
-6	-13
1	13
-6	0
-6	-14
8	-5
12	-2
3	-2
-8	-5
-5	-7
-8	3
-8	4
-7	-4
3	11
16	-3
13	2
-5	12
-6	-3
0	12
2	13
15	0
-5	-13
-7	-11
1	-11
11	1
1	14
-8	-10
-7	9
-9	6
-6	12
-1	-4
-8	7
-7	-1
14	2
-8	-11
-7	-2
-4	-13
14	3
-9	-5
12	2
-9	4
-7	-9
14	4
-4	12
-9	5
-1	-11
15	3
15	-4
-8	2
-6	13
16	-4
1	-7
8	0
16	-1
2	-11
1	15
-9	7
13	-2
-10	4
17	-3
14	5
1	-12
15	4
-9	8
-6	11
-6	14
-6	15
-7	-14
-7	-13
-6	-15
14	6
-6	16
-10	7
17	-2
-5	15
15	5
-10	8
16	-5
-7	10
-5	-15
3	8
16	4
18	-3
13	5
2	10
3	13
-6	-16
-10	3
-6	17
2	15
16	3
-5	-16
3	15
3	10
-11	4
19	-3
-10	-5
1	16
17	-5
-8	-2
-9	-6
1	17
-4	15
11	-4
-9	-11
17	3
18	-4
19	-4
-6	18
17	4
-7	17
-7	-16
3	16
0	15
18	-2
-8	17
1	18
1	-13
2	-13
0	10
-8	18
-10	5
15	-5
18	3
4	16
18	2
14	7
12	5
-9	-10
-7	14
-10	-6
14	8
15	-6
-8	10
18	1
2	-14
13	8
3	-14
18	4
17	5
-9	18
1	19
1	20
18	5
-5	16
-6	-17
19	2
19	1
1	21
2	16
3	-15
1	22
18	-5
-10	-7
4	15
-8	-14
19	3
20	-3
-5	-14
3	-11
-8	-16
-10	-4
0	-13
-10	-11
0	22
-7	12
-8	-6
16	5
-7	15
2	21
-8	-17
1	-14
-11	-7
6	3
-11	-11
1	23
-4	16
19	-5
4	-11
-6	-18
19	5
20	-2
-9	-16
-10	-10
0	19
0	21
14	9
12	-4
-6	-19
4	-10
7	-6
16	6
16	2
12	8
14	-5
-1	-12
3	-16
-11	7
20	1
-6	-20
-7	-18
5	-11
4	-15
20	0
2	22
-4	13
1	24
-9	19
-9	2
0	24
-7	-19
8	-4
-1	-13
0	25
-11	-12
5	-15
18	-6
-2	5
15	8
-10	19
17	-6
-8	19
-1	-14
-10	18
-5	-19
-6	19
3	-17
4	-17
0	26
18	-7
-8	12
14	10
6	-15
20	3
19	-7
-1	24
-10	-12
21	1
19	-6
-1	26
5	16
0	27
-5	-17
19	4
2	23
-8	16
4	-16
21	-3
-9	-2
18	6
1	27
-1	25
-2	24
-10	-3
21	-4
19	-8
20	-8
-10	-2
-10	9
-8	-13
-9	-14
-12	7
-8	-1
-12	-12
-1	27
-11	-6
20	-9
-11	-13
1	28
-10	-16
