-13	39
-1	34
30	3
-40	-6
0	-27
-17	-34
-10	-33
-28	-22
7	41
-41	-6
37	15
12	-27
35	17
-12	42
-34	-7
40	8
13	-25
-17	-35
-18	-34
40	7
13	-27
-37	-14
25	21
-27	13
-40	-14
41	9
14	-27
-18	-35
13	29
-37	-15
2	39
-9	-33
9	-26
-19	-35
-18	-36
0	-29
15	-27
15	-28
-40	-15
-41	-12
4	-25
-16	-35
-40	-11
19	-14
10	-29
-20	19
-13	38
-12	43
14	-26
14	-7
26	21
31	19
-12	-34
-17	-29
-2	34
-10	-34
15	-29
42	9
40	6
5	-24
10	-30
-15	40
-19	-36
-6	-26
-13	-35
-12	44
20	-14
-6	-27
39	13
32	4
-25	-24
9	-30
-31	-12
-40	-5
8	41
-42	-13
-11	32
40	13
-13	-36
12	26
42	10
-19	-37
-11	42
-24	12
-15	39
16	-29
-16	-36
34	19
-41	-7
-12	45
6	42
-39	-15
-13	36
38	8
38	15
-40	-16
-18	-37
16	-28
-6	40
33	19
33	3
40	14
6	43
-39	-12
-18	-33
-20	-37
-40	-4
41	6
-16	39
-12	-36
-41	-15
-22	17
19	-15
18	-2
-13	45
-9	-34
-18	-38
10	29
-24	-24
-40	-3
33	6
-10	42
15	-26
7	43
43	9
-11	45
44	9
1	-31
-25	-16
16	-30
29	19
26	3
11	-29
-14	17
39	15
-10	45
-12	-37
-15	38
-9	-35
17	-28
37	16
-11	44
-27	14
14	28
-41	-8
16	-26
-13	43
9	39
-11	-36
44	10
15	28
8	36
18	-28
41	14
41	5
8	-26
6	44
-1	-28
7	44
7	45
-27	-1
9	36
-20	-38
41	4
-41	-5
32	2
17	-30
-11	46
16	-9
-13	46
-13	47
38	16
5	44
-21	-37
42	14
34	20
15	-30
30	20
10	-31
-14	41
35	20
-40	-17
36	20
-17	-38
-22	-37
16	-31
-16	-38
43	14
-28	13
9	40
42	15
-18	-39
-42	-6
-42	-15
-9	45
8	45
17	-29
18	-29
25	22
37	17
-7	40
17	-7
-11	47
19	-29
10	-32
-41	-17
31	20
-14	18
-11	-35
30	21
18	-13
-20	20
0	-31
-18	-32
34	3
20	-29
-21	-36
-17	39
-42	-5
44	11
-42	-17
-11	48
22	21
-28	12
20	-28
39	14
-11	49
17	-6
0	-30
-41	-3
6	45
-22	-36
9	38
-43	-5
18	-27
9	45
-44	-5
-13	34
-24	15
15	-18
-9	-36
42	4
-9	44
37	18
-12	38
44	14
45	9
-18	39
-41	-2
14	-29
-45	-5
-22	18
13	30
30	22
-23	-37
-23	-38
10	40
-41	-18
31	22
19	-16
10	38
-28	-21
10	45
1	39
-28	-1
-42	-8
-28	14
21	-28
-28	15
-41	-19
5	43
4	44
43	11
-23	-39
1	40
1	41
31	2
22	-28
22	-29
-24	-39
-17	-39
-8	45
46	9
43	4
10	46
-14	47
31	23
13	-29
-21	-38
-29	-22
-30	-22
-20	-39
-14	19
20	-30
-8	44
-25	-39
-18	40
46	8
15	-31
-42	-12
-43	-6
0	-32
46	10
31	24
-45	-6
-12	-38
10	44
-36	-16
-10	46
44	4
-23	-40
-35	-4
-14	48
-19	40
24	22
-43	-12
44	13
11	46
-42	-16
-25	14
-26	-24
-20	-40
-10	48
26	22
20	-31
22	-27
-43	-16
17	-31
20	-27
11	44
-13	44
11	40
23	-29
10	47
-14	49
-12	-39
-44	-6
-46	-6
32	24
8	-27
43	15
-31	-13
34	2
-42	-18
17	-32
-10	49
-27	15
-44	-16
-46	-5
42	5
20	-32
30	24
-22	-39
-11	50
24	-29
-30	-23
-9	48
-42	-19
9	47
-7	44
-44	-4
-9	49
12	40
-8	48
35	2
-27	5
-24	-40
-45	-16
-15	49
-29	13
17	-33
-8	-34
45	4
10	36
44	3
-47	-5
17	-34
42	16
46	4
43	16
-9	28
-48	-5
-46	-7
-18	41
-23	-41
-15	48
47	9
