0	0
-1	0
1	0
-1	1
0	-1
-2	1
-2	2
-1	2
1	-1
0	1
-1	-1
-3	1
-2	3
-3	3
-4	1
-3	2
-1	-2
-2	-2
1	1
-2	-3
0	2
1	2
-4	3
-2	-1
2	0
-5	3
1	3
-2	-4
2	3
2	-1
3	0
-3	-4
-4	-4
-4	-5
-5	1
1	-2
-3	-3
-4	0
-5	4
2	4
-5	-4
-6	1
-4	4
-6	4
-1	3
-4	2
-2	-5
-1	-5
0	3
-5	5
2	5
-5	-5
2	-2
-6	0
-1	-3
-5	2
-1	-4
2	6
-6	5
3	5
-5	-6
4	5
3	-2
3	4
-7	4
-3	0
-4	-6
-3	4
-6	2
-6	-4
3	3
-3	-5
2	2
5	5
2	1
-3	-1
-5	-7
-7	3
-6	-6
-1	4
-3	-6
-4	-7
-1	-6
3	2
0	4
-3	-2
-4	-1
4	0
4	2
5	2
6	5
-7	-6
4	6
-6	-5
3	6
-4	-3
1	5
-7	-4
0	-5
-2	-6
-8	-6
6	6
-6	-7
-4	5
7	5
4	-1
2	-3
0	5
-8	-4
2	-4
3	-4
-5	-8
-7	0
-7	5
1	-5
-8	-3
1	-6
5	4
6	7
-9	-3
-8	-7
4	-4
-8	-5
-7	-7
2	7
-8	3
-9	-2
-4	-8
-7	6
-8	4
7	7
-5	-9
5	-1
6	8
-10	-3
-4	-9
-6	3
5	7
8	7
-6	6
1	6
-5	6
-8	0
9	7
-7	2
2	-6
-9	-7
-2	4
-7	7
-8	1
1	-7
9	6
-9	-6
6	4
9	8
10	8
-4	-10
6	9
7	6
11	8
5	8
-3	-10
-10	-7
-4	-11
-11	-3
4	-5
6	10
-6	7
5	-4
-2	-10
5	10
-10	-8
-6	8
3	-1
12	8
-6	-8
-10	-2
-3	-11
9	5
0	6
6	3
5	9
5	0
-7	-8
-8	-8
8	6
-2	-11
-9	-5
-2	-9
-9	-1
2	-7
5	11
4	10
5	-3
-9	1
-11	-4
7	9
-10	-9
-10	-5
-7	-3
-2	-12
-8	7
4	9
12	7
-10	-4
8	5
4	7
-9	4
-5	-11
-8	8
-3	-8
-10	-6
4	-2
6	11
11	9
-1	-10
-9	-8
-9	7
-10	4
-1	6
-5	8
-2	6
-9	2
-1	7
-5	-10
-7	-2
-1	-9
-10	2
-5	7
4	1
-8	9
6	2
-11	-9
1	-8
-10	7
-4	8
-5	-12
-6	9
2	8
-12	-9
5	1
1	-3
5	3
3	10
4	11
0	-6
10	5
4	4
-6	-11
4	12
-11	2
-8	2
4	13
-10	6
-12	-10
-5	-13
11	10
-1	8
11	7
6	0
5	13
-13	-10
-6	-10
-6	10
-9	6
-3	6
7	3
9	9
-11	7
3	12
-11	-10
-3	-9
10	7
6	-3
-11	6
-8	6
-11	8
0	-7
-14	-10
10	4
2	10
-7	10
3	1
4	14
8	4
-1	-11
-9	5
-1	-12
6	13
-14	-11
-11	1
-9	-4
10	3
7	8
-8	5
11	5
-3	5
-7	9
7	-3
7	13
-5	-14
6	12
-7	8
3	8
-7	11
8	9
12	6
-6	-14
3	-3
4	-6
5	12
-9	8
-9	-9
13	7
8	-3
-11	5
-15	-11
-5	0
8	13
-12	6
12	5
3	11
-6	-12
-7	-14
-11	3
13	8
-12	5
-12	8
-6	-2
-16	-11
-12	9
8	-4
-16	-12
0	-12
-9	3
0	8
-13	9
-11	9
-13	5
13	9
10	10
14	7
-7	-12
-11	-11
-10	8
-8	10
-15	-10
-12	-4
7	0
3	14
13	6
2	-8
-9	0
1	-12
5	14
-6	-13
-4	-14
-7	-15
8	-2
2	9
7	-4
12	10
-13	4
0	-3
-2	5
12	4
2	-12
-8	-12
-12	-3
-2	-13
-7	-16
-12	-5
-6	-15
-8	-11
2	12
-3	-14
8	-5
13	10
12	3
-8	-13
-13	-3
10	11
-13	-11
14	6
-13	-5
-4	-15
-10	-11
-1	9
-1	10
-9	-13
1	-9
5	15
-17	-11
9	-5
-17	-10
-13	10
14	5
-18	-11
-1	-13
6	1
-11	4
0	9
-7	-17
-17	-9
-14	-5
-8	-16
-3	7
-14	9
12	2
-14	-12
13	5
9	-6
-9	10
14	9
-6	-17
-16	-13
-8	11
3	13
-6	11
-12	-11
-13	-4
-9	9
-7	-18
14	10
13	11
9	-7
